frequency_score,sentiment_score,value,company
-1.2,-0.2,Diversity,Lam Research
1,-0.8,Execution,Lam Research
0,1.8,Innovation,Lam Research
-0.3,-0.3,Integrity,Lam Research
-0.9,0.5,Performance,Lam Research
-0.3,-1.3,Respect,Lam Research
1.8,-1.2,Agility,Leidos
0.9,0.6,Collaboration,Leidos
-0.5,0.7,Customer,Leidos
-1.4,0.7,Diversity,Leidos
1.2,0.3,Execution,Leidos
-0.6,1.7,Innovation,Leidos
0,-0.1,Integrity,Leidos
-0.5,-1.2,Performance,Leidos
-0.9,-1.5,Respect,Leidos
1.9,-0.5,Agility,Lenovo
0.7,0.2,Collaboration,Lenovo
-1,0.1,Customer,Lenovo
-0.9,0.9,Diversity,Lenovo
1,-0.3,Execution,Lenovo
0.5,2.2,Innovation,Lenovo
-1,-1.3,Integrity,Lenovo
-0.3,-0.1,Performance,Lenovo
-0.9,-1.2,Respect,Lenovo
1.8,-0.8,Agility,Level 3 Communications
0.8,0.2,Collaboration,Level 3 Communications
0.3,-0.4,Customer,Level 3 Communications
-1.3,0.6,Diversity,Level 3 Communications
1.2,-0.3,Execution,Level 3 Communications
-0.7,2.5,Innovation,Level 3 Communications
-0.7,-0.8,Integrity,Level 3 Communications
-0.5,-0.6,Performance,Level 3 Communications
-0.9,-0.5,Respect,Level 3 Communications
1.7,-1.5,Agility,Levi Strauss
0.6,0,Collaboration,Levi Strauss
0,1,Customer,Levi Strauss
-1.1,0.9,Diversity,Levi Strauss
1.3,-1.3,Execution,Levi Strauss
-1.1,1.5,Innovation,Levi Strauss
0,0.6,Integrity,Levi Strauss
-1.3,-0.7,Performance,Levi Strauss
-0.2,-0.6,Respect,Levi Strauss
1.9,-1.8,Agility,Liberty Mutual Insurance
0,0.9,Collaboration,Liberty Mutual Insurance
-0.4,0.2,Customer,Liberty Mutual Insurance
-1,1,Diversity,Liberty Mutual Insurance
1.7,-0.7,Execution,Liberty Mutual Insurance
-1,1.5,Innovation,Liberty Mutual Insurance
-0.3,-0.4,Integrity,Liberty Mutual Insurance
-0.3,0.3,Performance,Liberty Mutual Insurance
-0.6,-0.9,Respect,Liberty Mutual Insurance
1.6,-1.3,Agility,Lincoln Financial Group
0.5,1.3,Collaboration,Lincoln Financial Group
-0.7,0.5,Customer,Lincoln Financial Group
-0.4,1.3,Diversity,Lincoln Financial Group
1.8,-0.8,Execution,Lincoln Financial Group
-1.2,0.2,Innovation,Lincoln Financial Group
-0.5,0.8,Integrity,Lincoln Financial Group
-0.7,-0.9,Performance,Lincoln Financial Group
-0.4,-1.1,Respect,Lincoln Financial Group
2.2,-1.6,Agility,LinkedIn
1.2,0.8,Collaboration,LinkedIn
-1.1,-0.2,Customer,LinkedIn
-0.7,-0.6,Diversity,LinkedIn
0.5,0,Execution,LinkedIn
-0.4,1.7,Innovation,LinkedIn
-0.4,0.3,Integrity,LinkedIn
-0.5,-1.3,Performance,LinkedIn
-0.8,0.9,Respect,LinkedIn
2.5,-1.8,Agility,Lockheed Martin
-0.1,0.3,Collaboration,Lockheed Martin
-1.2,0.8,Customer,Lockheed Martin
-0.6,0.6,Diversity,Lockheed Martin
0.4,-0.5,Execution,Lockheed Martin
-0.3,1.4,Innovation,Lockheed Martin
-0.1,0.8,Integrity,Lockheed Martin
0.1,-1.1,Performance,Lockheed Martin
-0.9,-0.6,Respect,Lockheed Martin
0,-0.8,Agility,Lowe‰Ûªs
0.2,1.5,Collaboration,Lowe‰Ûªs
1.9,1.2,Customer,Lowe‰Ûªs
-1,0.1,Diversity,Lowe‰Ûªs
1.2,-0.9,Execution,Lowe‰Ûªs
-1.4,1.3,Innovation,Lowe‰Ûªs
-0.1,-1.1,Integrity,Lowe‰Ûªs
-0.9,-0.4,Performance,Lowe‰Ûªs
0.1,-0.9,Respect,Lowe‰Ûªs
1.5,-0.8,Agility,LPL Financial
0.7,0.5,Collaboration,LPL Financial
-0.1,1.4,Customer,LPL Financial
-1,1.1,Diversity,LPL Financial
1.5,0.2,Execution,LPL Financial
-1.1,0.7,Innovation,LPL Financial
0.1,-1.2,Integrity,LPL Financial
-0.8,-0.3,Performance,LPL Financial
-0.9,-1.7,Respect,LPL Financial
0.2,0.7,Agility,Lululemon Athletica
1.6,1.8,Collaboration,Lululemon Athletica
0.2,0.9,Customer,Lululemon Athletica
-0.8,-1,Diversity,Lululemon Athletica
1.4,0,Execution,Lululemon Athletica
-1.4,0.6,Innovation,Lululemon Athletica
0.6,-0.8,Integrity,Lululemon Athletica
-1,-0.8,Performance,Lululemon Athletica
-0.8,-1.4,Respect,Lululemon Athletica
0.1,-0.4,Agility,Lyft
-0.7,1.2,Collaboration,Lyft
1.5,-0.5,Customer,Lyft
-0.8,1.1,Diversity,Lyft
-0.2,0.5,Execution,Lyft
-1.5,1.4,Innovation,Lyft
1.8,-1.2,Integrity,Lyft
0,-1.3,Performance,Lyft
0,-0.7,Respect,Lyft
2.1,-0.3,Agility,M&T Bank
-0.1,1.7,Collaboration,M&T Bank
0.2,1.9,Customer,M&T Bank
-1.1,-0.8,Diversity,M&T Bank
1.2,-0.1,Execution,M&T Bank
-1.3,-0.9,Innovation,M&T Bank
-0.2,-0.3,Integrity,M&T Bank
-0.5,-0.8,Performance,M&T Bank
-0.3,-0.5,Respect,M&T Bank
-0.3,-0.8,Agility,Macy‰Ûªs
0.4,0.5,Collaboration,Macy‰Ûªs
1.8,0.6,Customer,Macy‰Ûªs
-0.9,1,Diversity,Macy‰Ûªs
0.5,-0.7,Execution,Macy‰Ûªs
-1.5,1.9,Innovation,Macy‰Ûªs
0,-1,Integrity,Macy‰Ûªs
-1,-0.3,Performance,Macy‰Ûªs
1,-1.1,Respect,Macy‰Ûªs
1.2,-0.9,Agility,Magellan Health
0.9,1,Collaboration,Magellan Health
-0.8,-0.4,Customer,Magellan Health
-1.2,-1.2,Diversity,Magellan Health
1.6,0.5,Execution,Magellan Health
-0.7,1.4,Innovation,Magellan Health
0.5,-0.3,Integrity,Magellan Health
-1.2,1.3,Performance,Magellan Health
-0.2,-1.3,Respect,Magellan Health
0.4,-1.3,Agility,Marriott International
0.3,0.7,Collaboration,Marriott International
2.1,1.3,Customer,Marriott International
-0.9,1.2,Diversity,Marriott International
0.7,-0.7,Execution,Marriott International
-1.4,1.1,Innovation,Marriott International
-0.3,-0.7,Integrity,Marriott International
-1.1,-0.7,Performance,Marriott International
0.1,-1.1,Respect,Marriott International
1.8,-1.4,Agility,MarsåÊ
0.9,1.9,Collaboration,MarsåÊ
-1.2,0.2,Customer,MarsåÊ
-1,-0.6,Diversity,MarsåÊ
1.3,-0.2,Execution,MarsåÊ
-0.7,0.5,Innovation,MarsåÊ
-0.2,1,Integrity,MarsåÊ
-0.5,-1.3,Performance,MarsåÊ
-0.5,-0.2,Respect,MarsåÊ
1.4,-0.6,Agility,Marsh & McLennan Companies
0.7,0.5,Collaboration,Marsh & McLennan Companies
-0.8,0.7,Customer,Marsh & McLennan Companies
-0.9,2.3,Diversity,Marsh & McLennan Companies
1.8,-0.2,Execution,Marsh & McLennan Companies
-1.2,-0.8,Innovation,Marsh & McLennan Companies
-0.3,-0.2,Integrity,Marsh & McLennan Companies
-0.3,-0.7,Performance,Marsh & McLennan Companies
-0.4,-1.1,Respect,Marsh & McLennan Companies
-0.8,-1.2,Agility,Marshalls
0,0.9,Collaboration,Marshalls
1.5,0.9,Customer,Marshalls
-0.7,1.2,Diversity,Marshalls
0.7,-1.1,Execution,Marshalls
-1.4,1.3,Innovation,Marshalls
0.2,-0.9,Integrity,Marshalls
-0.9,-0.3,Performance,Marshalls
1.5,-0.8,Respect,Marshalls
1.5,-1.2,Agility,MassMutual
0.7,0.3,Collaboration,MassMutual
0,1.3,Customer,MassMutual
-1.1,-0.3,Diversity,MassMutual
1.5,0.6,Execution,MassMutual
-1.3,1.7,Innovation,MassMutual
0.2,-0.8,Integrity,MassMutual
-0.9,-0.5,Performance,MassMutual
-0.7,-1.1,Respect,MassMutual
2.2,-0.8,Agility,Mastercard
0.8,-0.1,Collaboration,Mastercard
-1.3,0.4,Customer,Mastercard
-0.3,1.5,Diversity,Mastercard
0.2,-1.1,Execution,Mastercard
0.5,1.8,Innovation,Mastercard
-0.7,0,Integrity,Mastercard
-0.3,-0.5,Performance,Mastercard
-1,-1.2,Respect,Mastercard
0,-0.5,Agility,Maxim Healthcare Services
0,1.5,Collaboration,Maxim Healthcare Services
1.4,2.1,Customer,Maxim Healthcare Services
-1,-0.3,Diversity,Maxim Healthcare Services
0.4,-0.5,Execution,Maxim Healthcare Services
-1.5,0,Innovation,Maxim Healthcare Services
1.6,-0.9,Integrity,Maxim Healthcare Services
-1,-0.8,Performance,Maxim Healthcare Services
0.1,-0.6,Respect,Maxim Healthcare Services
-0.5,-0.5,Agility,McDonald‰Ûªs
0.1,1.7,Collaboration,McDonald‰Ûªs
1.4,1.3,Customer,McDonald‰Ûªs
-0.7,0.1,Diversity,McDonald‰Ûªs
0.1,-1.1,Execution,McDonald‰Ûªs
-1.2,0.8,Innovation,McDonald‰Ûªs
-0.2,-0.9,Integrity,McDonald‰Ûªs
-0.9,-0.3,Performance,McDonald‰Ûªs
2,-1.2,Respect,McDonald‰Ûªs
2,-1.3,Agility,McKesson
1.1,0.6,Collaboration,McKesson
-0.6,2.2,Customer,McKesson
-0.9,0.2,Diversity,McKesson
0.9,-0.4,Execution,McKesson
-0.9,0.7,Innovation,McKesson
-0.5,-0.5,Integrity,McKesson
-0.6,-0.4,Performance,McKesson
-0.5,-1,Respect,McKesson
1.7,-0.6,Agility,McKinsey & Company
1.2,1.5,Collaboration,McKinsey & Company
0.4,0.8,Customer,McKinsey & Company
-0.9,1.4,Diversity,McKinsey & Company
0.1,0.1,Execution,McKinsey & Company
-0.9,-0.1,Innovation,McKinsey & Company
-1.2,-0.9,Integrity,McKinsey & Company
0.7,-0.5,Performance,McKinsey & Company
-1.1,-1.7,Respect,McKinsey & Company
2.2,-1.5,Agility,Medtronic
0.6,0.1,Collaboration,Medtronic
-0.3,2.1,Customer,Medtronic
-0.9,0.5,Diversity,Medtronic
0.9,-0.6,Execution,Medtronic
0,0.8,Innovation,Medtronic
-0.7,-0.1,Integrity,Medtronic
-0.9,-0.5,Performance,Medtronic
-0.9,-0.9,Respect,Medtronic
-0.3,-0.8,Agility,Meijer
0.1,1.1,Collaboration,Meijer
0.3,1.6,Customer,Meijer
-1.1,0.8,Diversity,Meijer
1.2,-1,Execution,Meijer
-1.4,0.7,Innovation,Meijer
0.1,-1.1,Integrity,Meijer
-0.9,-0.4,Performance,Meijer
1.9,-1,Respect,Meijer
1.4,-0.9,Agility,Mercer
1.3,0.6,Collaboration,Mercer
0.2,0.4,Customer,Mercer
-0.8,1.8,Diversity,Mercer
1.1,-0.4,Execution,Mercer
-1.2,1.3,Innovation,Mercer
-0.9,-0.6,Integrity,Mercer
-0.1,-1.2,Performance,Mercer
-1,-1,Respect,Mercer
1.9,-1.6,Agility,Merck
0.3,0.3,Collaboration,Merck
-1,1.4,Customer,Merck
-1,0.9,Diversity,Merck
0.6,-0.7,Execution,Merck
1.2,0.8,Innovation,Merck
-0.6,0.8,Integrity,Merck
-0.5,-1.1,Performance,Merck
-1,-0.9,Respect,Merck
2.1,-1.1,Agility,Merrill Lynch
0.8,0.1,Collaboration,Merrill Lynch
0.5,1.3,Customer,Merrill Lynch
-0.8,-0.2,Diversity,Merrill Lynch
0.7,0.4,Execution,Merrill Lynch
-1.1,1.9,Innovation,Merrill Lynch
-0.4,-1.3,Integrity,Merrill Lynch
-0.9,-0.4,Performance,Merrill Lynch
-0.8,-0.6,Respect,Merrill Lynch
2.1,-1.2,Agility,MetLife
0.6,1.2,Collaboration,MetLife
-0.6,0.7,Customer,MetLife
-1,1.8,Diversity,MetLife
1.2,-0.6,Execution,MetLife
-0.9,0.4,Innovation,MetLife
-0.4,-0.6,Integrity,MetLife
-0.6,-0.7,Performance,MetLife
-0.5,-0.9,Respect,MetLife
0.9,-0.5,Agility,MGM Resorts International
1.4,0.4,Collaboration,MGM Resorts International
0.2,0.3,Customer,MGM Resorts International
0.5,2.2,Diversity,MGM Resorts International
0.4,-1.1,Execution,MGM Resorts International
-2.2,0.8,Innovation,MGM Resorts International
0.1,-0.5,Integrity,MGM Resorts International
-1,-0.8,Performance,MGM Resorts International
-0.2,-0.9,Respect,MGM Resorts International
-0.7,-0.4,Agility,Michael Kors
0.8,0.8,Collaboration,Michael Kors
0.7,1.5,Customer,Michael Kors
-0.8,-0.8,Diversity,Michael Kors
1.3,-0.4,Execution,Michael Kors
-1.6,1.7,Innovation,Michael Kors
0,-1,Integrity,Michael Kors
-1,-0.3,Performance,Michael Kors
1.2,-1.1,Respect,Michael Kors
1.3,-0.9,Agility,Micron Technology
1.3,-0.1,Collaboration,Micron Technology
-1.6,0.7,Customer,Micron Technology
-1,1.6,Diversity,Micron Technology
0.9,-0.5,Execution,Micron Technology
0.2,1.7,Innovation,Micron Technology
-0.7,-0.8,Integrity,Micron Technology
0.4,-0.8,Performance,Micron Technology
-0.7,-0.9,Respect,Micron Technology
2.3,-1.1,Agility,Microsoft
0.8,-0.4,Collaboration,Microsoft
-0.7,0.1,Customer,Microsoft
-0.8,1.2,Diversity,Microsoft
0.1,0.3,Execution,Microsoft
0.1,2.1,Innovation,Microsoft
-1,-0.7,Integrity,Microsoft
0.2,-1,Performance,Microsoft
-1,-0.4,Respect,Microsoft
0.7,-0.7,Agility,Molina Healthcare
1,0.8,Collaboration,Molina Healthcare
-1.1,2.1,Customer,Molina Healthcare
-0.8,0.5,Diversity,Molina Healthcare
1.7,-0.7,Execution,Molina Healthcare
-1.3,0.5,Innovation,Molina Healthcare
0.3,-0.9,Integrity,Molina Healthcare
-0.9,-0.5,Performance,Molina Healthcare
0.3,-1.2,Respect,Molina Healthcare
1.6,-1.1,Agility,Mondelez International
0.6,1.5,Collaboration,Mondelez International
-1.2,0,Customer,Mondelez International
-0.8,1.2,Diversity,Mondelez International
1.4,-0.2,Execution,Mondelez International
-1.1,1.3,Innovation,Mondelez International
0.4,-1.2,Integrity,Mondelez International
-0.9,-0.4,Performance,Mondelez International
0,-1.1,Respect,Mondelez International
1.6,-0.5,Agility,Monster Worldwide
0,2.1,Collaboration,Monster Worldwide
-0.2,-0.3,Customer,Monster Worldwide
-1.9,0.4,Diversity,Monster Worldwide
0.6,-0.9,Execution,Monster Worldwide
0.7,0.2,Innovation,Monster Worldwide
-0.6,-1.7,Integrity,Monster Worldwide
-1,0.4,Performance,Monster Worldwide
0.8,0.3,Respect,Monster Worldwide
1.9,-1.5,Agility,Morgan Stanley
1.4,1.3,Collaboration,Morgan Stanley
-0.6,0.4,Customer,Morgan Stanley
-0.6,0.7,Diversity,Morgan Stanley
0.5,-0.1,Execution,Morgan Stanley
-1.1,1.5,Innovation,Morgan Stanley
-0.4,-0.5,Integrity,Morgan Stanley
-0.1,-1.1,Performance,Morgan Stanley
-0.9,-0.8,Respect,Morgan Stanley
1.8,-1.5,Agility,Motorola Solutions
0.4,0.4,Collaboration,Motorola Solutions
-0.7,1.9,Customer,Motorola Solutions
-1,0.7,Diversity,Motorola Solutions
0.6,0.3,Execution,Motorola Solutions
1.3,0.6,Innovation,Motorola Solutions
-0.7,-0.7,Integrity,Motorola Solutions
-0.8,-1.2,Performance,Motorola Solutions
-0.9,-0.4,Respect,Motorola Solutions
2.3,-1.5,Agility,Mutual of Omaha
0.1,0.2,Collaboration,Mutual of Omaha
-0.2,1.7,Customer,Mutual of Omaha
-1.4,0.2,Diversity,Mutual of Omaha
0.8,0.3,Execution,Mutual of Omaha
-0.4,0.2,Innovation,Mutual of Omaha
0.2,-0.9,Integrity,Mutual of Omaha
-0.8,1.1,Performance,Mutual of Omaha
-0.7,-1.2,Respect,Mutual of Omaha
2.1,-1.6,Agility,Nationwide
0.3,0.9,Collaboration,Nationwide
-0.6,1.3,Customer,Nationwide
-0.6,1.3,Diversity,Nationwide
1.3,-0.2,Execution,Nationwide
-1.1,0.5,Innovation,Nationwide
-0.3,-0.4,Integrity,Nationwide
-0.4,-1.2,Performance,Nationwide
-0.6,-0.8,Respect,Nationwide
1.9,-1.2,Agility,NBCUniversal
1.6,0.2,Collaboration,NBCUniversal
-1.3,1.3,Customer,NBCUniversal
-0.5,1.2,Diversity,NBCUniversal
0.2,-0.4,Execution,NBCUniversal
-0.3,1.4,Innovation,NBCUniversal
-0.6,-0.9,Integrity,NBCUniversal
-0.6,-0.7,Performance,NBCUniversal
-0.3,-0.9,Respect,NBCUniversal
1.4,-0.5,Agility,NCR
0.9,0.2,Collaboration,NCR
-0.1,0,Customer,NCR
-1.7,1.5,Diversity,NCR
1.4,-0.5,Execution,NCR
-0.3,1.9,Innovation,NCR
-0.4,-1.2,Integrity,NCR
-1,-0.8,Performance,NCR
-0.2,-0.8,Respect,NCR
2,-1.5,Agility,NetApp
0.7,1.5,Collaboration,NetApp
-0.8,0.9,Customer,NetApp
-1.3,-1,Diversity,NetApp
0.7,-0.6,Execution,NetApp
0.6,0.2,Innovation,NetApp
-0.7,0.5,Integrity,NetApp
-0.4,-1,Performance,NetApp
-0.8,1,Respect,NetApp
0.5,-0.2,Agility,Netflix
0.2,-0.2,Collaboration,Netflix
-1.2,-0.8,Customer,Netflix
-1,-0.2,Diversity,Netflix
2.2,1.5,Execution,Netflix
-0.8,2,Innovation,Netflix
-0.5,-1.1,Integrity,Netflix
0,-0.5,Performance,Netflix
0.7,-0.5,Respect,Netflix
1.6,-1.8,Agility,New York Life
-0.1,1.2,Collaboration,New York Life
-0.2,0.9,Customer,New York Life
-0.9,0.9,Diversity,New York Life
0.8,0,Execution,New York Life
-1,0.4,Innovation,New York Life
1.5,-1,Integrity,New York Life
-1.1,0.7,Performance,New York Life
-0.7,-1.1,Respect,New York Life
1.1,-0.9,Agility,Nike
2,0.8,Collaboration,Nike
-0.8,1.3,Customer,Nike
-0.8,-0.2,Diversity,Nike
0.8,-0.7,Execution,Nike
-0.2,1.9,Innovation,Nike
-0.8,-0.9,Integrity,Nike
-1.2,-0.4,Performance,Nike
-0.2,-0.9,Respect,Nike
1.8,-1.3,Agility,Nokia
0.7,0.8,Collaboration,Nokia
-0.8,-1.3,Customer,Nokia
-0.8,1.3,Diversity,Nokia
0.8,-0.2,Execution,Nokia
1,1.1,Innovation,Nokia
-1,0.1,Integrity,Nokia
-0.8,-1.3,Performance,Nokia
-0.9,0.7,Respect,Nokia
-0.4,-0.9,Agility,Nordstrom
0.8,-0.3,Collaboration,Nordstrom
2.2,1.9,Customer,Nordstrom
-0.9,0.5,Diversity,Nordstrom
0.5,0,Execution,Nordstrom
-1.2,1.4,Innovation,Nordstrom
0,-1.1,Integrity,Nordstrom
-0.9,-0.5,Performance,Nordstrom
0,-1.1,Respect,Nordstrom
-0.6,-0.3,Agility,Nordstrom Rack
0.2,1.5,Collaboration,Nordstrom Rack
2,0.6,Customer,Nordstrom Rack
-0.7,0.2,Diversity,Nordstrom Rack
0.9,-0.9,Execution,Nordstrom Rack
-1.3,1.7,Innovation,Nordstrom Rack
-0.1,-1.1,Integrity,Nordstrom Rack
-0.9,-0.5,Performance,Nordstrom Rack
0.6,-1.1,Respect,Nordstrom Rack
2.5,-1.1,Agility,Northern Trust
0.5,0.7,Collaboration,Northern Trust
-0.5,1.3,Customer,Northern Trust
-0.7,1.3,Diversity,Northern Trust
0.2,-0.7,Execution,Northern Trust
-0.6,-0.4,Innovation,Northern Trust
-0.4,0.9,Integrity,Northern Trust
-0.1,-1.2,Performance,Northern Trust
-0.9,-0.9,Respect,Northern Trust
2.5,-1.6,Agility,Northrop Grumman
0.1,0.4,Collaboration,Northrop Grumman
-1.2,0.1,Customer,Northrop Grumman
-0.4,1,Diversity,Northrop Grumman
0.6,-0.4,Execution,Northrop Grumman
-0.4,1.9,Innovation,Northrop Grumman
-0.3,0.2,Integrity,Northrop Grumman
-0.1,-0.9,Performance,Northrop Grumman
-0.7,-0.7,Respect,Northrop Grumman
1.3,-1,Agility,Northwell Health
1.3,0.9,Collaboration,Northwell Health
0.7,0.6,Customer,Northwell Health
-1.2,0,Diversity,Northwell Health
0.9,-0.7,Execution,Northwell Health
-0.9,2.2,Innovation,Northwell Health
-0.8,-0.5,Integrity,Northwell Health
-1.3,-0.7,Performance,Northwell Health
-0.1,-0.8,Respect,Northwell Health
0.8,-1.2,Agility,Northwestern Mutual
0,0.7,Collaboration,Northwestern Mutual
0.8,1.4,Customer,Northwestern Mutual
-0.9,-1.2,Diversity,Northwestern Mutual
1.3,1.2,Execution,Northwestern Mutual
-1.4,0.5,Innovation,Northwestern Mutual
1.3,-0.9,Integrity,Northwestern Mutual
-1.1,0.5,Performance,Northwestern Mutual
-0.9,-1,Respect,Northwestern Mutual
-1,-0.4,Agility,Norwegian Cruise Line
0.9,1,Collaboration,Norwegian Cruise Line
0.1,0.4,Customer,Norwegian Cruise Line
0,1.2,Diversity,Norwegian Cruise Line
0.3,-1.2,Execution,Norwegian Cruise Line
-1.3,1.2,Innovation,Norwegian Cruise Line
0.9,-0.4,Integrity,Norwegian Cruise Line
-1.4,0,Performance,Norwegian Cruise Line
1.6,-1.8,Respect,Norwegian Cruise Line
1.6,-1.1,Agility,National Oilwell Varco
1,1,Collaboration,National Oilwell Varco
-1.2,0.6,Customer,National Oilwell Varco
-0.9,0.8,Diversity,National Oilwell Varco
1.4,0.1,Execution,National Oilwell Varco
-0.8,1.5,Innovation,National Oilwell Varco
-0.4,-1.7,Integrity,National Oilwell Varco
-0.5,-0.9,Performance,National Oilwell Varco
-0.2,-0.2,Respect,National Oilwell Varco
2.4,-1.6,Agility,Novartis
0.1,0.8,Collaboration,Novartis
-0.8,1.3,Customer,Novartis
-0.7,0.5,Diversity,Novartis
0.7,-0.5,Execution,Novartis
0.3,1.5,Innovation,Novartis
-0.7,-0.4,Integrity,Novartis
-0.4,-0.6,Performance,Novartis
-0.9,-0.9,Respect,Novartis
1.7,-0.4,Agility,Nvidia
0.4,-0.3,Collaboration,Nvidia
-1.2,-0.3,Customer,Nvidia
-1,-0.1,Diversity,Nvidia
0.6,-1.2,Execution,Nvidia
1.4,2.5,Innovation,Nvidia
-0.8,0.5,Integrity,Nvidia
-0.5,0.2,Performance,Nvidia
-0.7,-1,Respect,Nvidia
0.8,-1.1,Agility,NewYork-Presbyterian Hospital
1.1,0.7,Collaboration,NewYork-Presbyterian Hospital
1.6,0.8,Customer,NewYork-Presbyterian Hospital
-0.9,0.6,Diversity,NewYork-Presbyterian Hospital
0.5,-0.9,Execution,NewYork-Presbyterian Hospital
-0.9,1.8,Innovation,NewYork-Presbyterian Hospital
-0.9,-0.8,Integrity,NewYork-Presbyterian Hospital
-1.3,-1.2,Performance,NewYork-Presbyterian Hospital
0,0.1,Respect,NewYork-Presbyterian Hospital
0.7,-1,Agility,NYU Langone Health
2,0.6,Collaboration,NYU Langone Health
-0.1,1.1,Customer,NYU Langone Health
-0.6,1,Diversity,NYU Langone Health
0.9,-0.6,Execution,NYU Langone Health
-0.1,1.6,Innovation,NYU Langone Health
-1.3,-1.2,Integrity,NYU Langone Health
-1.4,-0.4,Performance,NYU Langone Health
-0.1,-0.9,Respect,NYU Langone Health
-0.3,-0.8,Agility,Old Navy
0.1,1.2,Collaboration,Old Navy
1.7,0.3,Customer,Old Navy
-1,0.9,Diversity,Old Navy
1,-1,Execution,Old Navy
-1.5,1.8,Innovation,Old Navy
-0.2,-0.8,Integrity,Old Navy
-0.8,-0.4,Performance,Old Navy
1.1,-1.1,Respect,Old Navy
2.2,-1,Agility,Oracle
0.8,0.1,Collaboration,Oracle
-0.4,-0.4,Customer,Oracle
-1.2,1.3,Diversity,Oracle
0.5,0.4,Execution,Oracle
0.1,2,Innovation,Oracle
-0.9,-0.8,Integrity,Oracle
-0.2,-0.7,Performance,Oracle
-0.9,-0.9,Respect,Oracle
1.2,-0.2,Agility,Overstock.com
0.3,0.4,Collaboration,Overstock.com
-1.1,0,Customer,Overstock.com
-1.3,0.1,Diversity,Overstock.com
1.5,-0.7,Execution,Overstock.com
-0.8,2.5,Innovation,Overstock.com
0.6,-0.6,Integrity,Overstock.com
-1,-0.6,Performance,Overstock.com
0.6,-1.1,Respect,Overstock.com
2.6,-1.9,Agility,Procter & Gamble
0.1,0.5,Collaboration,Procter & Gamble
-0.8,1.1,Customer,Procter & Gamble
-0.6,1.1,Diversity,Procter & Gamble
0.4,0,Execution,Procter & Gamble
-0.3,-0.6,Innovation,Procter & Gamble
-0.4,1.1,Integrity,Procter & Gamble
-0.1,-1.1,Performance,Procter & Gamble
-0.8,-0.2,Respect,Procter & Gamble
-0.2,-0.7,Agility,Pacific Sunwear of California
0.3,0.7,Collaboration,Pacific Sunwear of California
1.7,0.5,Customer,Pacific Sunwear of California
-1.3,0.9,Diversity,Pacific Sunwear of California
1.1,-1,Execution,Pacific Sunwear of California
-1.6,1.9,Innovation,Pacific Sunwear of California
0.3,-1.2,Integrity,Pacific Sunwear of California
-0.6,-0.2,Performance,Pacific Sunwear of California
0.3,-0.9,Respect,Pacific Sunwear of California
2.2,-2.1,Agility,Panasonic
0.7,1.2,Collaboration,Panasonic
-0.6,-0.8,Customer,Panasonic
-1,0.7,Diversity,Panasonic
0.6,-0.4,Execution,Panasonic
0.3,1.3,Innovation,Panasonic
-0.5,-0.3,Integrity,Panasonic
-1,-0.1,Performance,Panasonic
-0.6,0.5,Respect,Panasonic
-0.7,-1.1,Agility,Panda Express
0.4,1.1,Collaboration,Panda Express
0.4,1.3,Customer,Panda Express
-0.5,-0.4,Diversity,Panda Express
1.2,-0.9,Execution,Panda Express
-1.8,0.6,Innovation,Panda Express
0.7,-1,Integrity,Panda Express
-1.1,1.4,Performance,Panda Express
1.3,-0.9,Respect,Panda Express
-0.5,-0.5,Agility,Panera Bread
-0.2,1,Collaboration,Panera Bread
1.1,0.9,Customer,Panera Bread
-0.9,-0.4,Diversity,Panera Bread
1.2,-0.8,Execution,Panera Bread
-1.3,2.1,Innovation,Panera Bread
0.2,-0.6,Integrity,Panera Bread
-1,-0.7,Performance,Panera Bread
1.6,-0.9,Respect,Panera Bread
-0.7,-0.6,Agility,Papa John‰Ûªs
-0.1,1.8,Collaboration,Papa John‰Ûªs
1,1.7,Customer,Papa John‰Ûªs
-0.8,0.1,Diversity,Papa John‰Ûªs
1.1,-0.3,Execution,Papa John‰Ûªs
-1.6,-1.1,Innovation,Papa John‰Ûªs
1.1,-0.8,Integrity,Papa John‰Ûªs
-0.9,-0.2,Performance,Papa John‰Ûªs
0.9,-0.7,Respect,Papa John‰Ûªs
1.9,-1.2,Agility,Parker Hannifin
0.4,0.5,Collaboration,Parker Hannifin
-1,0.3,Customer,Parker Hannifin
-1.1,-0.3,Diversity,Parker Hannifin
1.5,-0.2,Execution,Parker Hannifin
-0.5,2.3,Innovation,Parker Hannifin
-0.2,0.4,Integrity,Parker Hannifin
-0.5,-0.7,Performance,Parker Hannifin
-0.6,-1.1,Respect,Parker Hannifin
1,-0.9,Agility,Paycom
0.4,1.1,Collaboration,Paycom
0.2,0.7,Customer,Paycom
-1.6,-0.5,Diversity,Paycom
2,-0.7,Execution,Paycom
-0.9,1.5,Innovation,Paycom
-0.1,-1.4,Integrity,Paycom
-0.5,1,Performance,Paycom
-0.5,-0.7,Respect,Paycom
1.3,-1,Agility,Paylocity
0.8,1,Collaboration,Paylocity
1.1,0.5,Customer,Paylocity
-1.5,-0.6,Diversity,Paylocity
1.1,-0.3,Execution,Paylocity
-0.4,1.7,Innovation,Paylocity
-0.7,-1.2,Integrity,Paylocity
-0.8,-1.1,Performance,Paylocity
-0.9,0.9,Respect,Paylocity
2.3,-1,Agility,PayPal
0.4,-0.2,Collaboration,PayPal
-1,0.1,Customer,PayPal
